Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",First Author,URL,Author count,ResearchGate_Link,university/institution,Research Interest Score,Citations,Location_List,Location
"TONI IBRAHIM, CHIARA LIVERANI, LAURA MERCATALI, EMANUELE SACANNA, MICHELE ZANONI, FRANCESCO FABBRI, WAINER ZOLI, and DINO AMADORI",Cisplatin in combination with zoledronic acid: A synergistic effect in triple-negative breast cancer cell lines,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1263-1270, 2013",10.3892/ijo.2013.1809,2013,,,1.0,,,Duplicated microscopy images,1,7/6/16,,1.0,,1,TONI IBRAHIM,https://pubmed.ncbi.nlm.nih.gov//23403907/,8,https://www.researchgate.net/publication/235604153_Cisplatin_in_combination_with_zoledronic_acid_A_synergistic_effect_in_triple-negative_breast_cancer_cell_lines,Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori,15.4,28,Failed to fetch page,Italy
"LI MA, YUEPING LIU, CUIZHI GENG, XIAOWEI QI, and JUN JIANG",Estrogen receptor _ inhibits estradiol-induced proliferation and migration of MCF-7 cells through regulation of mitofusin 2,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1993-2000, 2013",10.3892/ijo.2013.1903,2013,,,,1.0,,Overlapping microscopy images,1,9/16/16,,1.0,,1,LI MA,https://pubmed.ncbi.nlm.nih.gov//27634304/,5,https://www.researchgate.net/publication/236185371_Estrogen_receptor_b_inhibits_estradiol-induced_proliferation_and_migration_of_MCF-7_cells_through_regulation_of_mitofusin_2,Hebei Medical University,20.5,38,China,China
"Steffen Zender, Irina Nickeleit, Torsten Wuestefeld, Inga So _rensen, Daniel Dauch, Przemyslaw Bozko, Mona El-Khatib, Robert Geffers, Hueseyin Bektas, Michael P. Manns, Achim Gossler, Ludwig Wilkens, Ruben Plentz, Lars Zender, and Nisar P. Malek",A Critical Role for Notch Signaling in the Formation of Cholangiocellular Carcinomas,"Cancer Cell 23, 784ï¿½795, June 10, 2013 ",10.1016/j.ccr.2013.04.019,2013,,,1.0,,,"Duplicated blots, multiple cases",1,8/8/16,,1.0,,1,Steffen Zender,https://pubmed.ncbi.nlm.nih.gov//23727022/,15,https://www.researchgate.net/publication/237003212_A_Critical_Role_for_Notch_Signaling_in_the_Formation_of_Cholangiocellular_Carcinomas,Genome Institute of Singapore,80.9,173,missing_location,Singapore
"Luke Martin McCaffrey, JoAnne Montalbano, Constantina Mihai, and Ian G. Macara",Loss of the Par3 Polarity Protein Promotes Breast Tumorigenesis and Metastasis,"Cancer Cell 22, 601ï¿½614, November 13, 2012",10.1016/j.ccr.2012.10.003,2012,,,,1.0,,"Duplicated blot, stretched",1,8/8/16,,1.0,,1,Luke Martin McCaffrey,https://pubmed.ncbi.nlm.nih.gov//23153534/,4,https://www.researchgate.net/publication/233422719_Loss_of_the_Par3_Polarity_Protein_Promotes_Breast_Tumorigenesis_and_Metastasis,McGill University,80.9,173,Canada,Canada
"Lu Wang, Zibo Zhao, Mark B. Meyer, Sandeep Saha, Menggang Yu, Ailan Guo, Kari B. Wisinski, Wei Huang, Weibo Cai, J. Wesley Pike, Ming Yuan, Paul Ahlquist, and Wei Xu",CARM1 Methylates Chromatin Remodeling Factor BAF155 to Enhance Tumor Progression and Metastasis,"Cancer Cell 25, 21ï¿½36, January 13, 2014",10.1016/j.ccr.2013.12.007,2014,,,,,1,"Overlapping microscopy, manipulated images of mice",1,7/11/16,,1.0,,1,Lu Wang,https://pubmed.ncbi.nlm.nih.gov//27479032/,13,https://www.researchgate.net/publication/259769654_CARM1_Methylates_Chromatin_Remodeling_Factor_BAF155_to_Enhance_Tumor_Progression_and_Metastasis,University of Wisconsin–Madison,80.9,173,United States,United States
"Corentin Herbert, Ulrich Schieborr, Krishna Saxena, Jarek Juraszek, Frederik De Smet, Chantal Alcouffe, Marc Bianciotto, Giorgio Saladino, David Sibrac, Denis Kudlinzki, Sridhar Sreeramulu, Alan Brown, Patrice Rigon, Jean-Pascal Herault, Gilbert Lassalle,1 Tom L. Blundell, Frederic Rousseau, Ann Gils, Joost Schymkowitz, Peter Tompa, Jean-Marc Herbert, Peter Carmeliet, Francesco Luigi Gervasio, Harald Schwalbe, and Francoise Bono","Molecular Mechanism of SSR128129E, an Extracellularly Acting, Small-Molecule, Allosteric Inhibitor of FGF Receptor Signaling","Cancer Cell 23, 489ï¿½501, April 15, 2013",10.1016/j.ccr.2013.02.018,2013,,,1.0,,,Duplicated blots,1,7/11/16,,1.0,,1,Corentin Herbert,https://pubmed.ncbi.nlm.nih.gov//23597563/,25,https://www.researchgate.net/publication/236226777_Molecular_Mechanism_of_SSR128129E_an_Extracellularly_Acting_Small-Molecule_Allosteric_Inhibitor_of_FGF_Receptor_Signaling,Pfizer,80.9,173,United States,United States
"Janice D. Thomas, Yan-Jie Zhang, Yue-Hua Wei, Jun-Hung Cho, Laura E. Morris, Hui-Yun Wang, and X.F. Steven Zheng",Rab1A Is an mTORC1 Activator and a Colorectal Oncogene,"Cancer Cell 26, 754ï¿½769, November 10, 2014",10.1016/j.ccell.2014.09.008,2014,,,,1.0,,Mirrored blot,1,7/11/16,,1.0,,1,Janice D. Thomas,https://pubmed.ncbi.nlm.nih.gov//25446900/,7,,Texas Tech University Health Sciences Center,80.9,173,missing_location,United States
"King Ching Ho, Zhonghua Zhou, Yi-Min She, Alex Chun, Terry D. Cyr, and Xiaolong Yang",Itch E3 ubiquitin ligase regulates large tumor suppressor 1 stability,"PNAS | March 22, 2011 | vol. 108 | no. 12, 870ï¿½4875",10.1073/pnas.1101273108,2011,,,,1.0,,,1,9/12/16,,1.0,,1,King Ching Ho,https://pubmed.ncbi.nlm.nih.gov//21383157/,6,https://www.researchgate.net/publication/50304299_Itch_E3_ubiquitin_ligase_regulates_large_tumor_suppressor_1_stability,,80.9,173,missing_location,Location information not found
"Nathalie Delgehyr, Uta Wieland, He_lï¿½ne Rangone, Xavier Pinson, Guojie Mao, Nikola S. Dzhindzhev, Doris McLean,5, Maria G. Riparbelli, Salud Llamazares, Giuliano Callaini, Cayetano Gonzalez, and David M. GloverR","Drosophila Mgr, a Prefoldin subunit cooperating with von Hippel Lindau to regulate tubulin stability","PNAS | April 10, 2012 | vol. 109 | no. 15 | 5729ï¿½5734",10.1073/pnas.1108537109,2012,,,1.0,,,,1,11/14/16,,1.0,,1,Nathalie Delgehyr,https://pubmed.ncbi.nlm.nih.gov//22451918/,13,https://www.researchgate.net/publication/221983373_Drosophila_Mgr_a_Prefoldin_subunit_cooperating_with_von_Hippel_Lindau_to_regulate_tubulin_stability,Ecole Normale Supérieure de Paris,80.9,173,Failed to fetch page,France
"Rajesh K. Grover, Julong Cheng, Yingjie Peng, Teresa M. Jones, Diana I. Ruiz, Richard J. Ulevitch, John I. Glass, Edward A. Dennis, Daniel R. Salomon, and Richard A. Lerner",The costimulatory immunogen LPS induces the B-Cell clones that infiltrate transplanted human kidneys,"PNAS _ April 17, 2012 _ vol. 109 _ no. 16, 6036ï¿½6041",10.1073/pnas.1202214109,2012,,,1.0,,,,1,10/17/16,,1.0,,1,Rajesh K. Grover,https://pubmed.ncbi.nlm.nih.gov//22492977/,10,https://www.researchgate.net/publication/223974354_The_costimulatory_immunogen_LPS_induces_the_B-Cell_clones_that_infiltrate_transplanted_human_kidneys,Delhi State Cancer Institute,80.9,173,Failed to fetch page,India
"Kevin Y. Lee, Yuji Yamamoto, Jeremie Boucher, Jonathon N. Winnay, Stephane Gesta, John Cobb, Matthias Blu_her, and C. Ronald Kahn",Shox2 is a molecular determinant of depot-specific adipocyte function,"PNAS | July 9, 2013 | vol. 110 | no. 28 | 11409ï¿½11414",10.1073/pnas.1310331110,2013,,,1.0,,,,1,4/11/16,,1.0,,1,Kevin Y. Lee,https://pubmed.ncbi.nlm.nih.gov//23798383/,8,https://www.researchgate.net/publication/242018486_Shox2_is_a_molecular_determinant_of_depot-specific_adipocyte_function,Harvard University,80.9,173,United States,United States
"Shuyu Ren, Bryce G. Johnson, Yujiro Kida, Colin Ip, Kathryn C. Davidson, Shuei-Liong Lin, Akio Kobayashi, Richard A. Lang, Anna-Katerina Hadjantonakis, Randall T. Moon, and Jeremy S. Duffield",LRP-6 is a coreceptor for multiple fibrogenic signaling pathways in pericytes and myofibroblasts that are inhibited by DKK-1,"PNAS | January22,2013 | vol.110 | no.4 | 1441",10.1073/pnas.1211179110,2013,,,,1.0,,,1,11/14/16,,1.0,,1,Shuyu Ren,https://pubmed.ncbi.nlm.nih.gov//23302695/,11,https://www.researchgate.net/publication/234098410_LRP-6_is_co-receptor_for_multiple_fibrogenic_pathways_in_pericytes_and_myofibroblasts_that_are_inhibited_by_DKK-1,,80.9,173,missing_location,Location information not found
"Zhongyuan Wang, Yanping Wu, Haifeng Wang, Yangqing Zhang, Lin Mei, Xuexun Fang, Xudong Zhang, Fang Zhang, Hongbo Chen, Ying Liu, Yuyang Jiang, Shengnan Sun, Yi Zheng, Na Li, and Laiqiang Huang",Interplay of mevalonate and Hippo pathways regulates RHAMM transcription via YAP to modulate breast cancer cell motility,"PNAS | Published online December 23, 2013 | E89ï¿½E98",10.1073/pnas.1319190110,2014,,,,1.0,,,1,11/14/16,,1.0,,1,Zhongyuan Wang,https://pubmed.ncbi.nlm.nih.gov//24367099/,15,https://www.researchgate.net/publication/259456778_Interplay_of_mevalonate_and_Hippo_pathways_regulates_RHAMM_transcription_via_YAP_to_modulate_breast_cancer_cell_motility,Shanghai University,80.9,173,China,China
